0.97	0.29165	0.23701	0.19988	0.084726	0.37627
0.98	0.293	0.23792	0.2005	0.085051	0.37772
0.99	0.29434	0.23882	0.20111	0.085374	0.37915
1	0.29567	0.23972	0.20172	0.085694	0.38057
1.01	0.297	0.24061	0.20232	0.086013	0.38199
1.02	0.29832	0.24149	0.20292	0.08633	0.3834
1.03	0.29963	0.24237	0.20352	0.086644	0.38479
1.04	0.30094	0.24325	0.20411	0.086957	0.38618
1.05	0.30224	0.24412	0.20469	0.087268	0.38756
1.06	0.30353	0.24498	0.20528	0.087577	0.38894
1.07	0.30481	0.24584	0.20585	0.087884	0.3903
1.08	0.30609	0.2467	0.20643	0.08819	0.39166
1.09	0.30736	0.24755	0.207	0.088494	0.39301
1.1	0.30863	0.24839	0.20757	0.088796	0.39435
1.11	0.30989	0.24923	0.20813	0.089096	0.39568
1.12	0.31114	0.25007	0.20869	0.089394	0.39701
1.13	0.31239	0.2509	0.20925	0.089691	0.39832
1.14	0.31363	0.25172	0.20981	0.089987	0.39964
1.15	0.31486	0.25255	0.21036	0.09028	0.40094
1.16	0.31609	0.25336	0.2109	0.090572	0.40224
1.17	0.31732	0.25417	0.21145	0.090863	0.40353
1.18	0.31854	0.25498	0.21199	0.091152	0.40481
1.19	0.31975	0.25579	0.21253	0.091439	0.40609
1.2	0.32095	0.25659	0.21306	0.091725	0.40736
1.21	0.32215	0.25738	0.21359	0.092009	0.40862
1.22	0.32335	0.25817	0.21412	0.092292	0.40987
1.23	0.32454	0.25896	0.21464	0.092573	0.41112
1.24	0.32572	0.25974	0.21517	0.092853	0.41237
1.25	0.3269	0.26052	0.21568	0.093132	0.41361
1.26	0.32808	0.2613	0.2162	0.093409	0.41484
1.27	0.32925	0.26207	0.21671	0.093685	0.41606
1.28	0.33041	0.26284	0.21722	0.09396	0.41728
1.29	0.33157	0.2636	0.21773	0.094233	0.41849
1.3	0.33272	0.26436	0.21824	0.094505	0.4197
1.31	0.33387	0.26512	0.21874	0.094775	0.4209
1.32	0.33502	0.26587	0.21924	0.095044	0.4221
1.33	0.33616	0.26662	0.21974	0.095312	0.42329
1.34	0.33729	0.26737	0.22023	0.095579	0.42447
1.35	0.33842	0.26811	0.22072	0.095844	0.42565
1.36	0.33955	0.26885	0.22121	0.096109	0.42682
1.37	0.34067	0.26959	0.2217	0.096372	0.42799
1.38	0.34179	0.27032	0.22218	0.096633	0.42915
1.39	0.3429	0.27105	0.22266	0.096894	0.43031
1.4	0.34401	0.27177	0.22314	0.097153	0.43146
1.41	0.34511	0.27249	0.22362	0.097412	0.43261
1.42	0.34621	0.27321	0.2241	0.097669	0.43375
1.43	0.34731	0.27393	0.22457	0.097925	0.43489
1.44	0.3484	0.27464	0.22504	0.09818	0.43602
1.45	0.34948	0.27535	0.22551	0.098433	0.43715
1.46	0.35057	0.27606	0.22597	0.098686	0.43827
1.47	0.35164	0.27676	0.22643	0.098938	0.43939
1.48	0.35272	0.27746	0.22689	0.099188	0.4405
1.49	0.35379	0.27816	0.22735	0.099438	0.44161
1.5	0.35486	0.27886	0.22781	0.099686	0.44271
1.51	0.35592	0.27955	0.22826	0.099933	0.44381
1.52	0.35698	0.28024	0.22872	0.10018	0.4449
1.53	0.35803	0.28092	0.22917	0.10043	0.44599
1.54	0.35908	0.28161	0.22962	0.10067	0.44708
1.55	0.36013	0.28229	0.23006	0.10091	0.44816
1.56	0.36117	0.28297	0.23051	0.10116	0.44924
1.57	0.36221	0.28364	0.23095	0.1014	NaN
1.58	0.36325	0.28431	0.23139	0.10164	NaN
1.59	NaN	0.28498	0.23183	0.10188	NaN
1.6	NaN	0.28565	0.23226	0.10211	NaN
1.61	NaN	NaN	0.2327	0.10235	NaN
1.62	NaN	NaN	0.23313	0.10259	NaN
