0.18025	-0.19025	0.12572	0.23918	-1.1778	0.3173	0.080567	0.9984	0.12876	-0.091538	0.077199	0.13204	-0.081455	0.07096	0.23088	-0.0024307
0.19502	-0.21565	0.13811	0.27326	-1.4205	0.38345	-0.48405	1.1812	0.1198	-0.090521	0.07549	0.12401	-0.053557	0.065334	0.26287	-0.031275
0.22093	-0.27496	0.16664	0.28934	-1.5738	0.4217	-0.40878	1.3269	0.13436	-0.11422	0.095591	0.13976	0.016271	0.072029	0.3031	-0.14422
0.18044	-0.20632	0.13068	0.25266	-1.3054	0.36073	-0.81217	1.0656	0.12942	-0.095281	0.078911	0.13412	-0.048951	0.071749	0.073445	-0.051192
0.20131	-0.29228	0.17175	0.26934	-1.6405	0.43533	-0.50838	1.386	0.12412	-0.10782	0.092468	0.13244	0.072952	0.064167	0.1689	-0.21043
0.1755	-0.17931	0.12024	0.24987	-1.2597	0.34085	-0.13024	1.0621	0.12287	-0.090535	0.075205	0.12471	-0.082472	0.069253	0.20385	0.00074849
0.18085	-0.20111	0.13086	0.24008	-1.2942	0.34073	0.13985	1.1072	0.11063	-0.086455	0.074751	0.11593	-0.0036026	0.056019	0.35426	-0.080182
0.21126	-0.30857	0.17966	0.27741	-1.7669	0.45539	-0.286	1.5307	0.12524	-0.10626	0.094076	0.13445	0.1238	0.057218	0.28817	-0.27046
0.18001	-0.19359	0.12252	0.25143	-1.215	0.33315	-0.46578	1.007	0.11358	-0.086568	0.070826	0.11689	-0.032855	0.059177	0.2206	-0.053093
0.14267	-0.13953	0.094543	0.20461	-1.0679	0.27851	0.21308	0.92207	0.10306	-0.070436	0.057593	0.10517	-0.1135	0.059261	0.2579	0.057947
0.20515	-0.21084	0.13808	0.30034	-1.3608	0.39385	-1.2117	1.0786	0.12758	-0.092995	0.076763	0.13361	-0.066026	0.073545	0.0019861	-0.031716
0.16111	-0.18523	0.12725	0.23126	-1.1661	0.32349	-0.092674	0.96754	0.12915	-0.09293	0.080239	0.132	-0.071073	0.068394	0.2792	-0.0083831
0.19417	-0.27003	0.15756	0.26086	-1.6047	0.41318	-0.15355	1.3992	0.12045	-0.1048	0.08917	0.12688	0.055396	0.06249	0.21873	-0.18669
0.17259	-0.18273	0.12126	0.27294	-1.343	0.37415	-0.76834	1.098	0.1166	-0.081738	0.067219	0.12077	-0.10236	0.070318	0.045121	0.023263
0.20423	-0.28865	0.17772	0.26906	-1.6748	0.45985	-0.87335	1.3841	0.13009	-0.11493	0.099429	0.13647	0.074225	0.074017	-0.045637	-0.22673
0.19833	-0.24895	0.15279	0.25431	-1.3358	0.37251	-0.67738	1.0878	0.13608	-0.10972	0.088072	0.13814	-0.043344	0.074566	0.22005	-0.069235
0.17273	-0.19381	0.12939	0.22336	-1.2274	0.33188	-0.025744	1.0332	0.12015	-0.089892	0.076052	0.1207	-0.05891	0.063433	0.35792	-0.01748
