0.090078	0.77653	-0.05345	0.55618	0.78135	0.032104	-0.12964	0.56966	0.79469	0.0077848	-0.092997	-1.1743
0.096254	0.74747	-0.05363	0.52683	0.75398	0.03087	-0.12298	0.53383	0.75966	0.018038	-0.10068	-0.74032
0.099985	0.67099	-0.050179	0.49544	0.67704	0.032776	-0.10736	0.52056	0.68408	0.011416	-0.069179	-1.3465
0.083773	0.82869	-0.053145	0.58038	0.84098	0.031632	-0.14333	0.5855	0.85519	0.012437	-0.11406	-0.91156
0.073396	0.77033	-0.04793	0.56955	0.78219	0.038024	-0.1352	0.5788	0.79287	0.022384	-0.11091	-0.83494
0.082947	0.7162	-0.049062	0.53358	0.72685	0.036098	-0.12044	0.54995	0.73682	0.015845	-0.08698	-1.1604
0.092691	0.77922	-0.055264	0.56203	0.78327	0.033812	-0.13305	0.57632	0.79539	0.010236	-0.095926	-1.1791
0.085855	0.79311	-0.052568	0.52961	0.80677	0.027229	-0.12963	0.53473	0.81591	0.013125	-0.1062	-0.77849
0.068524	0.76816	-0.047017	0.57021	0.7901	0.036003	-0.13719	0.57618	0.79945	0.019219	-0.10927	-0.90709
0.063193	0.74521	-0.043549	0.54859	0.77351	0.03523	-0.13253	0.5628	0.78635	0.01089	-0.094123	-1.2154
0.087608	0.81211	-0.054327	0.57574	0.82368	0.030549	-0.14027	0.58267	0.8367	0.010053	-0.1088	-0.95514
0.080556	0.74864	-0.050063	0.5368	0.75623	0.03417	-0.12602	0.54	0.76373	0.022519	-0.10748	-0.63132
0.087807	0.79737	-0.054032	0.5599	0.80154	0.032885	-0.13384	0.57313	0.8153	0.010107	-0.098467	-1.1536
0.082486	0.67805	-0.046576	0.50871	0.69075	0.035357	-0.11238	0.52159	0.69866	0.017805	-0.082819	-1.0339
0.099723	0.79351	-0.056283	0.55915	0.80342	0.028461	-0.13512	0.57248	0.81265	0.0054174	-0.096044	-1.1765
0.085051	0.78831	-0.052507	0.55304	0.80515	0.030067	-0.13591	0.56919	0.81675	0.007184	-0.098407	-1.1872
0.090458	0.6836	-0.04823	0.47684	0.69175	0.030198	-0.10732	0.49759	0.69931	0.0087828	-0.069729	-1.2883
0.084186	0.78682	-0.051457	0.55454	0.80165	0.031433	-0.13431	0.56802	0.81297	0.0077498	-0.096022	-1.1802
0.09005	0.77508	-0.053615	0.53384	0.77979	0.031859	-0.12898	0.54179	0.78919	0.014375	-0.10063	-0.92619
0.081387	0.81063	-0.051022	0.53985	0.82315	0.029442	-0.13462	0.54692	0.83546	0.011024	-0.10506	-0.95189
0.086231	0.80233	-0.053224	0.56187	0.81511	0.031016	-0.13631	0.57447	0.82964	0.0075101	-0.10069	-1.1289
0.089962	0.80287	-0.054851	0.55222	0.80541	0.031177	-0.13359	0.56371	0.81752	0.0087789	-0.09772	-1.1296
0.080925	0.82635	-0.052798	0.5707	0.82931	0.035606	-0.14152	0.57529	0.84391	0.01904	-0.11696	-0.76392
0.070428	0.79559	-0.046341	0.54342	0.8198	0.030245	-0.13703	0.55811	0.83276	0.0043194	-0.094307	-1.2869
0.073904	0.78532	-0.050389	0.58076	0.80153	0.03855	-0.14257	0.58962	0.81333	0.01979	-0.11283	-0.95279
0.084334	0.81109	-0.052101	0.55047	0.82372	0.030144	-0.1344	0.55857	0.83449	0.012448	-0.10575	-0.90927
0.089831	0.81591	-0.055343	0.57384	0.8216	0.033773	-0.14094	0.57908	0.83451	0.017264	-0.11639	-0.80065
0.071806	0.74834	-0.047502	0.54021	0.7693	0.034409	-0.12881	0.55215	0.77851	0.015848	-0.097906	-1.021
0.10893	0.77001	-0.058096	0.54191	0.768	0.029898	-0.12496	0.55658	0.77597	0.0092032	-0.089777	-1.1477
0.11242	0.78181	-0.059776	0.55924	0.78311	0.027665	-0.12755	0.57258	0.79502	0.0042757	-0.090954	-1.1745
0.087738	0.78559	-0.054021	0.53343	0.78225	0.03709	-0.13135	0.54816	0.79012	0.024499	-0.11075	-0.72917
0.087452	0.81352	-0.05363	0.55007	0.82365	0.029874	-0.13747	0.56414	0.83321	0.006229	-0.096552	-1.2184
0.062745	0.74889	-0.044988	0.54555	0.77275	0.038947	-0.13476	0.55776	0.78153	0.019816	-0.10158	-1.0878
0.092875	0.75952	-0.053546	0.5397	0.7686	0.03035	-0.12606	0.54965	0.77717	0.013565	-0.098513	-0.91562
0.093692	0.8148	-0.057343	0.5507	0.82144	0.028759	-0.13639	0.56472	0.83156	0.0052469	-0.096078	-1.2063
0.088371	0.72898	-0.051577	0.51711	0.7371	0.033345	-0.12021	0.53236	0.74508	0.014316	-0.087578	-1.0995
0.091132	0.72459	-0.050179	0.50603	0.73611	0.029625	-0.11784	0.52822	0.74599	0.0049734	-0.076325	-1.3682
