-0.22347	0.14175	0.20454	0.041675	2.6436	0.095451	-1.3854	0.38858	-0.94845	1.1264	0.28426	-0.09522	0.079027	0.12976	0.043599	1.7902	0.073292	-0.048859	0.070235	0.055623	-0.047834	0.13144
-0.30875	0.18236	0.21077	0.050475	4.1957	0.11843	-1.6995	0.44664	-0.21543	1.4564	0.26924	-0.10462	0.096261	0.11741	0.069846	2.7955	0.078397	0.16813	0.057733	0.042782	-0.33087	0.12791
-0.23082	0.14899	0.20637	0.043292	2.8922	0.10935	-1.4738	0.41648	-0.77044	1.1947	0.29156	-0.098689	0.08012	0.12979	0.041456	1.8864	0.079342	-0.076799	0.076559	0.14037	-0.02206	0.13674
-0.26176	0.16763	0.1964	0.053028	3.3322	0.10284	-1.465	0.41668	-0.74713	1.1874	0.25062	-0.11478	0.096328	0.13301	0.055452	2.3051	0.079403	-0.026509	0.081151	0.10064	-0.097218	0.13572
-0.22778	0.14281	0.19491	0.04163	2.7808	0.096999	-1.4058	0.387	-0.62006	1.1638	0.27558	-0.10043	0.083165	0.12445	0.046812	2.0282	0.073393	-0.022935	0.070867	0.071455	-0.0869	0.12864
-0.29097	0.17542	0.21688	0.056536	3.8784	0.12092	-1.5894	0.42642	-0.33603	1.3375	0.27849	-0.11458	0.098201	0.13245	0.067168	2.731	0.087926	0.078529	0.06655	0.25546	-0.22274	0.13893
-0.24006	0.15035	0.19305	0.044826	3.0522	0.10347	-1.3974	0.38435	-0.34404	1.1573	0.25623	-0.096851	0.083527	0.11574	0.053031	2.0861	0.074734	0.025668	0.060287	0.26158	-0.12877	0.11982
-0.29068	0.18232	0.18791	0.057321	4.1668	0.11243	-1.6127	0.42299	0.44758	1.3914	0.23288	-0.11378	0.10107	0.12087	0.0633	2.8959	0.085308	0.071685	0.065893	0.46026	-0.20046	0.12628
-0.19101	0.1245	0.17144	0.044669	2.4753	0.095063	-1.2425	0.33401	-0.21178	1.0423	0.2412	-0.087432	0.072304	0.11268	0.043655	1.722	0.071594	-0.074709	0.061547	0.41722	0.0052349	0.11666
-0.20621	0.13641	0.19242	0.043081	2.6577	0.10248	-1.3333	0.3671	-0.43233	1.0993	0.26327	-0.10217	0.084345	0.13133	0.045986	1.9349	0.076193	-0.071382	0.076011	0.17322	-0.026965	0.13467
-0.22919	0.14599	0.18089	0.046903	2.9271	0.1023	-1.3226	0.36826	-0.49793	1.0878	0.24926	-0.10275	0.085768	0.12009	0.051115	2.101	0.077159	-0.0254	0.066497	0.36178	-0.072593	0.12369
-0.26179	0.15593	0.18212	0.042969	3.4597	0.10701	-1.4011	0.36855	0.23624	1.2051	0.23025	-0.10469	0.09088	0.11414	0.057533	2.6532	0.080544	0.12307	0.054628	0.267	-0.27295	0.12251
-0.23171	0.1413	0.1976	0.041178	2.9244	0.10813	-1.5528	0.40954	-0.53418	1.3191	0.288	-0.096125	0.078448	0.1197	0.045905	2.0238	0.076813	-0.024323	0.062258	0.29809	-0.071321	0.12169
-0.21209	0.13513	0.19416	0.044362	2.7243	0.10438	-1.3599	0.36583	-0.27893	1.1407	0.2696	-0.094698	0.077945	0.12524	0.045222	1.8845	0.07712	-0.080185	0.069072	0.35515	-0.0017475	0.12802
-0.21728	0.13768	0.169	0.043204	2.9088	0.094364	-1.2924	0.34627	0.10599	1.0976	0.21909	-0.093252	0.080047	0.11	0.049759	2.0276	0.071906	0.027833	0.057788	0.25172	-0.13051	0.11625
-0.18312	0.12299	0.15865	0.048038	2.6346	0.098464	-1.3226	0.33569	0.59533	1.1649	0.22057	-0.087522	0.073012	0.11966	0.044177	1.7246	0.071997	-0.090156	0.066526	0.35414	0.018114	0.12217
-0.19688	0.12773	0.19305	0.038728	2.3744	0.097158	-1.1994	0.34359	-0.75025	0.96316	0.26895	-0.099054	0.080212	0.13694	0.043173	1.7937	0.075391	-0.08485	0.075515	0.11733	-0.011366	0.13819
-0.28289	0.16325	0.20918	0.041175	3.5869	0.11885	-1.5223	0.40381	-0.40399	1.282	0.27226	-0.10878	0.090706	0.12426	0.058639	2.5389	0.08482	0.046058	0.062542	0.34115	-0.17366	0.12902
-0.23201	0.1451	0.17921	0.048144	3.0965	0.10171	-1.4897	0.39734	-0.42081	1.2558	0.24825	-0.091173	0.076005	0.11737	0.046691	2.0473	0.078557	-0.03095	0.062217	0.31898	-0.058238	0.12328
-0.25853	0.15565	0.18442	0.042432	3.547	0.10921	-1.5174	0.38286	0.50353	1.3401	0.23981	-0.10412	0.088181	0.11958	0.055672	2.4301	0.080185	0.054471	0.059988	0.27937	-0.17788	0.12469
-0.17821	0.11539	0.17112	0.037642	2.1754	0.085115	-1.2297	0.33659	-0.6176	1.0114	0.24843	-0.085968	0.070138	0.12121	0.038953	1.6787	0.071894	-0.075216	0.063999	0.2389	-0.0021621	0.12271
-0.23638	0.1551	0.20919	0.046048	3.0162	0.10715	-1.454	0.39021	-0.026334	1.2322	0.27011	-0.10592	0.090562	0.13181	0.050263	2.1175	0.076084	-0.012927	0.073686	0.057199	-0.099921	0.13299
-0.19043	0.12506	0.17717	0.041188	2.4523	0.093812	-1.2508	0.34295	-0.43675	1.0394	0.25351	-0.08431	0.069663	0.11803	0.038778	1.6006	0.068937	-0.075315	0.064158	0.1891	-0.0017485	0.12026
-0.21612	0.13388	0.1901	0.042062	2.8246	0.10584	-1.3451	0.35222	-0.074157	1.1534	0.25726	-0.09677	0.0791	0.12141	0.048572	2.0347	0.076006	-0.030714	0.063918	0.31204	-0.063261	0.12431
-0.25258	0.15569	0.17398	0.041689	3.3007	0.10072	-1.2869	0.35909	-0.23954	1.0587	0.21809	-0.097741	0.086026	0.10647	0.053254	2.2807	0.073745	0.076945	0.05545	0.26337	-0.19745	0.11369
-0.22945	0.14431	0.18944	0.047582	3.1013	0.11142	-1.3913	0.36497	0.13329	1.1904	0.24636	-0.10301	0.084262	0.12595	0.051288	2.147	0.0794	-0.027403	0.067569	0.30759	-0.074363	0.12877
-0.19225	0.1274	0.16951	0.041635	2.4652	0.09174	-1.1528	0.31798	-0.089488	0.96333	0.2184	-0.089895	0.07596	0.11875	0.042754	1.7749	0.073671	-0.042467	0.061883	0.312	-0.038648	0.11964
-0.26685	0.16145	0.19646	0.049283	3.5512	0.10893	-1.4494	0.39509	-0.4911	1.211	0.24892	-0.1102	0.093545	0.12674	0.060144	2.5414	0.081335	0.056547	0.067285	0.1366	-0.19522	0.13191
-0.22785	0.14929	0.19452	0.050505	2.8264	0.098485	-1.3323	0.37645	-0.68449	1.0783	0.2595	-0.10323	0.087049	0.1306	0.049901	2.1104	0.080313	-0.037824	0.072646	0.21495	-0.06467	0.13388
-0.30229	0.17762	0.22203	0.045198	4.0303	0.12549	-1.6312	0.4336	-0.32664	1.3738	0.28409	-0.11627	0.098205	0.13879	0.060684	2.8336	0.095213	0.04333	0.070676	0.31115	-0.17898	0.1456
-0.22036	0.14189	0.1979	0.053064	2.8606	0.10906	-1.2463	0.35332	-0.615	1.0056	0.25677	-0.1019	0.085394	0.12916	0.054192	2.1275	0.081804	-0.02862	0.068317	0.3353	-0.069248	0.13257
-0.25151	0.15744	0.20535	0.04711	3.4313	0.1188	-1.4924	0.39663	-0.011294	1.2706	0.26923	-0.10598	0.08909	0.12973	0.05337	2.3355	0.084542	0.023398	0.06601	0.21318	-0.14056	0.13461
-0.27896	0.17005	0.2031	0.044034	3.5016	0.11062	-1.4939	0.40213	0.12426	1.2737	0.25777	-0.11363	0.096466	0.1322	0.056615	2.4375	0.083279	0.043821	0.07083	0.13886	-0.18223	0.13705
-0.22951	0.1397	0.19281	0.042361	3.0375	0.10445	-1.4907	0.38067	-0.021651	1.304	0.26563	-0.092728	0.079972	0.11601	0.052009	2.191	0.076025	0.068032	0.052529	0.21035	-0.18153	0.12036
-0.25451	0.16077	0.2168	0.050717	2.9994	0.099302	-1.5002	0.42618	-1.1546	1.2036	0.29466	-0.11333	0.092129	0.13992	0.052064	2.1176	0.076922	-0.069605	0.084741	0.047667	-0.047617	0.14274
-0.26893	0.15981	0.22513	0.043221	3.5245	0.12263	-1.5657	0.40785	-0.23214	1.3433	0.29577	-0.11065	0.092286	0.13582	0.057158	2.5151	0.086481	0.049482	0.066785	0.1285	-0.18608	0.14014
-0.26747	0.16524	0.21842	0.050276	3.5026	0.1157	-1.571	0.42068	-0.3849	1.3239	0.29105	-0.11053	0.092645	0.13548	0.05485	2.4654	0.086248	-0.0062686	0.073191	0.24782	-0.11265	0.13933
-0.19556	0.1219	0.1712	0.03997	2.5192	0.096718	-1.3338	0.34692	-0.050953	1.1457	0.24675	-0.08686	0.071113	0.11273	0.04282	1.8935	0.076758	-0.030118	0.055496	0.40683	-0.048655	0.11648
-0.23451	0.14722	0.20247	0.050062	2.9188	0.10375	-1.4757	0.40661	-0.92567	1.207	0.28319	-0.098693	0.081655	0.12684	0.050844	2.0107	0.07684	-0.022325	0.065618	0.2203	-0.076491	0.12831
-0.31042	0.19149	0.21658	0.066597	4.2679	0.12033	-1.7875	0.48763	-0.65695	1.4849	0.28295	-0.12732	0.11072	0.14622	0.075589	3.0735	0.094555	0.080619	0.080492	0.098818	-0.24132	0.15494
-0.19824	0.13493	0.18681	0.049845	2.5282	0.10358	-1.2986	0.37196	-0.71079	1.0381	0.26616	-0.086467	0.072734	0.11648	0.041392	1.6116	0.069663	-0.063919	0.064324	0.23965	-0.013951	0.11872
-0.18965	0.12516	0.18519	0.04023	2.3112	0.093397	-1.2708	0.35168	-0.41497	1.0465	0.25929	-0.091222	0.075431	0.1198	0.041349	1.68	0.069711	-0.10796	0.073846	0.26664	0.027462	0.1234
-0.1909	0.12421	0.15936	0.039469	2.5294	0.090267	-1.0381	0.2972	-0.32712	0.84271	0.19988	-0.08415	0.071733	0.10338	0.041115	1.7699	0.067662	0.0019096	0.052842	0.26203	-0.086035	0.10568
-0.28416	0.17952	0.20779	0.06029	3.7893	0.11005	-1.7969	0.48549	-0.55991	1.5071	0.29036	-0.12001	0.10028	0.14462	0.063059	2.5029	0.083264	-0.030884	0.088203	0.040093	-0.10311	0.15183
-0.19119	0.12584	0.16512	0.045702	2.655	0.10303	-1.1086	0.2997	0.17443	0.93541	0.20802	-0.084182	0.071991	0.11467	0.045129	1.7805	0.076115	-0.029608	0.055221	0.42432	-0.041536	0.11741
-0.26862	0.16449	0.19804	0.05629	3.4787	0.10944	-1.555	0.43161	-0.9884	1.2595	0.26384	-0.10542	0.089589	0.12947	0.06118	2.3725	0.0858	0.032114	0.064746	0.2776	-0.1471	0.1341
-0.19508	0.13035	0.17931	0.048374	2.4023	0.086597	-1.2404	0.35036	-0.7753	0.99836	0.24168	-0.089884	0.076189	0.12385	0.04656	1.683	0.066588	-0.071245	0.071184	0.081791	-0.015781	0.1258
-0.22018	0.13833	0.16624	0.040627	2.835	0.097299	-1.2382	0.33461	-0.089612	1.0484	0.21945	-0.099981	0.082827	0.12163	0.048334	2.0838	0.079663	-0.034712	0.065573	0.36817	-0.058844	0.12627
-0.17167	0.11553	0.184	0.038158	2.0832	0.092853	-1.2017	0.32294	-0.145	1.0092	0.26402	-0.085237	0.069814	0.12883	0.036175	1.4437	0.069188	-0.13199	0.071864	0.22971	0.061431	0.13177
-0.39637	0.22173	0.21888	0.044744	4.9517	0.11303	-1.6571	0.49202	-2.0323	1.275	0.26901	-0.12019	0.1155	0.11353	0.083338	3.4207	0.074051	0.33214	0.063578	-0.53462	-0.60753	0.12885
-0.22409	0.1413	0.20337	0.047859	2.867	0.108	-1.453	0.38982	-0.35957	1.2243	0.28386	-0.09983	0.081217	0.13202	0.048826	1.9448	0.076395	-0.076917	0.073653	0.23549	-0.016404	0.13309
-0.19734	0.12515	0.17005	0.041705	2.5219	0.086446	-1.3006	0.34642	-0.36412	1.093	0.23532	-0.087105	0.071391	0.11628	0.042948	1.6952	0.065439	-0.06814	0.064635	0.23938	-0.012553	0.11799
-0.28137	0.17126	0.20613	0.04796	3.8937	0.12472	-1.4672	0.38309	0.54333	1.2683	0.25539	-0.10719	0.093442	0.12936	0.058448	2.6587	0.090398	0.058726	0.061797	0.4303	-0.18033	0.13465
-0.27027	0.17109	0.2026	0.052115	3.6871	0.11493	-1.5345	0.40758	0.27536	1.3128	0.25449	-0.11086	0.095158	0.13028	0.057204	2.456	0.082994	0.050313	0.068358	0.18259	-0.18145	0.13629
-0.28298	0.17286	0.21909	0.054777	3.7006	0.11866	-1.6788	0.44597	-0.4165	1.4183	0.28591	-0.11424	0.097221	0.13773	0.063764	2.5748	0.088928	0.02844	0.07318	0.20124	-0.15892	0.14311
