0.0024326	0.0007724	0.011093	0.11083	0.038653	0.0030317	0.0068928	0.030559	0.0022726	0.026063	-0.0028134	0.036553
0.0025135	0.00074837	0.013902	0.098212	0.036917	0.0033148	0.0025443	0.021908	0.0030282	0.025698	-0.0020318	0.026584
0.0023591	0.00078642	0.015189	0.10775	0.03732	0.0031054	0.00326	0.022643	0.0039108	0.029526	-0.003485	0.028386
0.0024414	0.00077023	0.012287	0.10402	0.03786	0.0035842	0.0048307	0.027554	0.0019284	0.025707	-0.0018932	0.03201
0.0025223	0.00074517	0.01427	0.10816	0.037519	0.0033351	0.0049452	0.025841	0.002313	0.029215	-0.0030392	0.034323
0.0026649	0.0006756	0.012812	0.095808	0.037376	0.0033057	0.0046416	0.025834	0.0023178	0.02507	-0.0029629	0.028265
0.0023385	0.00078907	0.012583	0.10669	0.037053	0.0039572	0.002121	0.023757	0.0027798	0.029687	-0.0010242	0.035663
0.0024841	0.0007582	0.013417	0.10775	0.037436	0.0033261	0.0028559	0.024542	0.0038009	0.029283	-0.0013406	0.034135
0.0023635	0.00078578	0.014149	0.10871	0.037903	0.0035933	0.0048704	0.028085	0.0024071	0.02905	-0.0037335	0.034857
0.0023444	0.00078837	0.017296	0.1061	0.036252	0.0033659	0.0015246	0.02026	0.0040952	0.030557	-0.00065534	0.024762
0.0026046	0.00070935	0.01586	0.10093	0.036673	0.0032012	0.0027918	0.021567	0.0035684	0.027431	-0.0013523	0.024944
0.0025546	0.00073242	0.013121	0.10143	0.036984	0.0031719	0.0025506	0.021297	0.0033831	0.026641	-0.0022097	0.030263
0.002462	0.00076474	0.016398	0.1006	0.036226	0.0032515	0.0018138	0.018278	0.0034352	0.029788	-0.0013965	0.028945
0.0025811	0.00072073	0.011764	0.10114	0.037296	0.0036334	0.0033985	0.025261	0.0025298	0.026191	-0.00097027	0.028345
0.0026987	0.00065347	0.012641	0.09669	0.03733	0.003099	0.0041432	0.022347	0.0026143	0.02818	-0.0015386	0.027082
0.0025193	0.00074625	0.016035	0.10512	0.036142	0.0039657	0.00095214	0.019599	0.0034981	0.02907	-0.0012116	0.027428
0.0024708	0.00076221	0.01085	0.10454	0.037969	0.0034404	0.0046874	0.029977	0.0028704	0.026313	-0.0020674	0.031686
0.0024194	0.00077545	0.013908	0.098946	0.036953	0.0033448	0.0026866	0.021732	0.0028888	0.028353	-0.0020496	0.025858
0.0026723	0.00067099	0.015436	0.083321	0.035852	0.00317	0.0015053	0.016399	0.0033535	0.024919	0.00015257	0.024848
0.0024664	0.00076349	0.011777	0.10981	0.038137	0.0033353	0.0064837	0.034764	0.0023612	0.025642	-0.0027079	0.033801
0.0023194	0.00079105	0.011254	0.1149	0.038403	0.0041507	0.0051192	0.032709	0.0019386	0.028115	-0.0026591	0.03903
0.0025679	0.00072672	0.013753	0.10442	0.036846	0.0036144	0.0026034	0.021087	0.0031402	0.030096	-0.0021206	0.02856
0.0026458	0.00068705	0.011077	0.107	0.037746	0.0035081	0.0058285	0.028045	0.0015542	0.027208	-0.00030374	0.03725
0.0026237	0.00069939	0.014934	0.094291	0.036376	0.0030731	0.0024378	0.019584	0.002991	0.025674	-8.6824e-05	0.02961
0.0024914	0.00075586	0.015752	0.098437	0.036828	0.0036288	0.0027709	0.02273	0.0032687	0.026589	-0.0020431	0.026881
0.0025635	0.00072865	0.013138	0.1065	0.037166	0.0036905	0.0030362	0.024836	0.003242	0.02945	-0.0013714	0.029584
0.0022885	0.00079325	0.016163	0.1114	0.037647	0.00377	0.0045533	0.026426	0.0035928	0.029183	-0.0013698	0.033614
0.0023767	0.0007837	0.013081	0.10909	0.03763	0.0039736	0.0034245	0.026474	0.0030623	0.028243	-0.0028693	0.035042
0.0023973	0.00078002	0.010073	0.10894	0.037618	0.0037736	0.0028308	0.027178	0.0016828	0.028374	-0.00019821	0.056539
0.0024444	0.00076948	0.013283	0.1042	0.037307	0.0040738	0.0037616	0.026425	0.0025461	0.027692	-0.0013322	0.038593
0.0024988	0.00075344	0.012297	0.10534	0.037511	0.0033959	0.0034779	0.024472	0.002901	0.03018	-0.0027834	0.028891
0.002609	0.00070711	0.012577	0.094393	0.036554	0.0038409	0.0022889	0.021656	0.0019474	0.026147	-0.0011508	0.027247
0.0026105	0.00070636	0.012136	0.099891	0.037194	0.0038524	0.0031371	0.026937	0.0025716	0.025258	-0.00075055	0.029112
0.0025855	0.00071867	0.013977	0.10678	0.037316	0.0032643	0.0039504	0.023668	0.0029999	0.029843	-0.002324	0.027705
0.0024488	0.00076833	0.012901	0.099633	0.03727	0.0036157	0.0028972	0.02399	0.0029252	0.027994	-0.001893	0.030072
0.0024826	0.00075865	0.0082665	0.11228	0.038512	0.0037279	0.0045683	0.036094	0.0025137	0.027958	-0.0012337	0.034396
0.002684	0.00066339	0.011773	0.093909	0.037153	0.0028147	0.0018836	0.021575	0.0039297	0.026533	-0.0010753	0.025851
0.0025973	0.00071301	0.014425	0.094004	0.036354	0.0031392	0.0016266	0.018744	0.0029852	0.027296	-0.0019569	0.025465
0.0023811	0.00078296	0.012448	0.10686	0.037348	0.0037084	0.0024483	0.025693	0.0035896	0.028862	0.00052471	0.032818
0.0025649	0.00072801	0.014695	0.098279	0.036515	0.0030482	0.0021741	0.019574	0.0031948	0.028807	-0.0018015	0.025159
0.0023811	0.00078296	0.012624	0.10906	0.0375	0.0039567	0.0029758	0.024789	0.0031666	0.030699	-0.001979	0.034212
0.0024105	0.00077736	0.014293	0.10903	0.037556	0.0031119	0.0037846	0.026307	0.0032723	0.027737	-0.0031881	0.027825
0.0023929	0.00078086	0.010353	0.11337	0.038463	0.003916	0.0055947	0.033879	0.0021056	0.027136	-0.0038824	0.043197
0.0024649	0.00076391	0.013603	0.10254	0.036785	0.0040712	0.0025798	0.023912	0.0032601	0.0281	-0.00017571	0.036407
0.0022694	0.00079402	0.010442	0.11997	0.039388	0.0036647	0.0086546	0.04076	0.0017104	0.028894	-0.0045094	0.045281
0.0023576	0.00078662	0.0099819	0.11157	0.039049	0.0032338	0.0075033	0.038097	0.00097877	0.025462	-0.0017292	0.036342
