-0.072083	0.10937	0.015627	0.2343	0.26559	0.25128	0.13384	0.089216	0.11741	0.1506
-0.085145	0.068192	0.033067	0.22443	0.24633	0.2422	0.12484	0.084449	0.096979	0.11156
-0.032266	0.061587	0.040989	0.24229	0.2454	0.24498	0.12927	0.084368	0.096614	0.041184
-0.061172	0.053821	-0.0014256	0.23516	0.24223	0.23943	0.13334	0.081983	0.11094	0.13798
0.041752	0.10759	0.089109	0.26052	0.27506	0.27119	0.14223	0.087381	0.10595	0.039024
-0.047483	0.086668	0.048673	0.23469	0.26697	0.25882	0.13585	0.087844	0.10513	0.097508
-0.041226	0.054494	0.025819	0.23873	0.24728	0.24507	0.13062	0.08163	0.099669	0.15207
-0.046329	0.081928	0.027452	0.24117	0.25819	0.25177	0.13627	0.082776	0.11029	0.10998
-0.082579	0.068843	0.024913	0.24235	0.24195	0.24288	0.14399	0.080853	0.10509	0.10963
-0.024151	0.058802	0.035973	0.25023	0.24489	0.2466	0.14882	0.080598	0.10439	0.062667
0.048899	0.056793	0.053721	0.25424	0.24834	0.25066	0.12962	0.081019	0.10264	0.054414
-0.06077	0.097414	0.053509	0.22922	0.26416	0.25576	0.12619	0.085373	0.10048	0.062645
-0.10549	0.077872	0.013239	0.2229	0.24986	0.24203	0.12821	0.080796	0.10325	0.11959
-0.069047	0.05371	0.0068775	0.22768	0.24466	0.23895	0.12551	0.0818	0.10222	0.15285
-0.079439	0.053067	-0.0049255	0.22048	0.23265	0.22819	0.12371	0.0745	0.10087	0.14764
-0.018053	0.057942	0.019103	0.25232	0.24315	0.24812	0.13649	0.082238	0.11377	0.14168
0.019209	0.10284	0.057982	0.25407	0.27115	0.2624	0.14268	0.092119	0.12243	0.045759
-0.048051	0.053264	0.016832	0.24464	0.24048	0.24239	0.13528	0.081313	0.10491	0.125
-0.05408	0.030097	0.0028709	0.22683	0.23704	0.23406	0.12713	0.080565	0.098692	0.10253
-0.038101	0.079817	0.040473	0.24446	0.24983	0.24857	0.12848	0.083803	0.10213	0.057214
0.0082031	0.069338	0.054548	0.24599	0.25103	0.24993	0.13495	0.084593	0.099334	0.045512
-0.12135	0.074223	0.023452	0.21954	0.2415	0.23729	0.12514	0.080613	0.09737	0.093123
-0.025241	0.082743	0.03298	0.24287	0.26323	0.25452	0.13229	0.083393	0.10979	0.093049
