0.7	0.088038	0.069697	0.054639	0.020378	0.11249
0.71	0.086889	0.068801	0.053813	0.020045	0.11103
0.72	0.085741	0.067905	0.053074	0.019746	0.10956
0.73	0.084593	0.067009	0.052418	0.019471	0.10809
0.74	0.083444	0.066113	0.051763	0.019197	0.10662
0.75	0.082305	0.06532	0.051108	0.018925	0.10515
0.76	0.081413	0.064598	0.050556	0.01869	0.10386
0.77	0.08052	0.063876	0.050006	0.018455	0.10273
0.78	0.079628	0.063155	0.049456	0.01822	0.10159
0.79	0.078736	0.062488	0.048942	0.018012	0.10046
0.8	0.077847	0.061882	0.048465	0.017805	0.099323
0.81	0.077118	0.061275	0.047988	0.017602	0.098201
0.82	0.076389	0.060669	0.047516	0.017417	0.097281
0.83	0.07566	0.060095	0.047094	0.017231	0.096362
0.84	0.074931	0.059572	0.046672	0.017056	0.095443
0.85	0.074205	0.059048	0.04625	0.016888	0.094523
0.86	0.073591	0.058525	0.045861	0.016722	0.093604
0.87	0.072976	0.058026	0.045482	0.016568	0.092773
0.88	0.072361	0.057565	0.045103	0.016413	0.092004
0.89	0.071746	0.057105	0.044742	0.01627	0.091234
0.9	0.071139	0.056644	0.044398	0.016127	0.090465
0.91	0.070608	0.056207	0.044054	0.015992	0.089696
0.92	0.070078	0.055795	0.043722	0.015859	0.088945
0.93	0.069547	0.055384	0.043407	0.015733	0.088286
0.94	0.069016	0.054973	0.043091	0.015609	0.087627
0.95	0.068501	0.054587	0.042785	0.015491	0.086968
0.96	0.068035	0.054216	0.042494	0.015375	0.086309
0.97	0.06757	0.053845	0.042203	0.015263	0.08565
0.98	0.067104	0.053474	0.04192	0.015155	0.085059
0.99	0.066638	0.053132	0.041651	0.01505	0.084485
1	0.066196	0.052794	0.041381	0.014948	0.08391
1.01	0.065782	0.052456	0.04112	0.014849	0.083336
1.02	0.065368	0.052124	0.040868	0.014753	0.082761
1.03	0.064953	0.051814	0.040616	0.01466	0.082222
1.04	0.064539	0.051504	0.040375	0.014569	0.081714
1.05	0.064157	0.051194	0.04014	0.014482	0.081206
1.06	0.063785	0.050899	0.039904	0.014396	0.080698
1.07	0.063412	0.050612	0.039681	0.014313	0.08019
1.08	0.06304	0.050326	0.039459	0.014233	0.079699
1.09	0.062674	0.050042	0.039241	0.014154	0.079245
1.1	0.062336	0.049777	0.039032	0.014078	0.07879
1.11	0.061998	0.049511	0.038822	0.014003	0.078336
1.12	0.06166	0.049245	0.03862	0.013931	0.077881
1.13	0.061322	0.048992	0.038422	0.013861	0.077436
1.14	0.061004	0.048744	0.038225	0.013793	0.077026
1.15	0.060695	0.048496	0.038037	0.013726	0.076616
1.16	0.060386	0.048253	0.037849	0.013661	0.076206
1.17	0.060078	0.048021	0.037667	0.013598	0.075795
1.18	0.059775	0.04779	0.037488	0.013536	0.075391
1.19	0.059491	0.047558	0.03731	0.013476	0.075018
1.2	0.059207	0.04734	0.03714	0.013418	0.074645
1.21	0.058923	0.047122	0.03697	0.013361	0.074272
1.22	0.058639	0.046904	0.036805	0.013305	0.073898
1.23	0.058374	0.046696	0.036643	0.013251	0.073532
1.24	0.058112	0.046491	0.036482	0.013198	0.07319
1.25	0.057849	0.046285	0.036327	0.013147	0.072848
1.26	0.057587	0.046086	0.036172	0.013097	0.072506
1.27	0.057336	0.045892	0.036022	0.013048	0.072164
1.28	0.057092	0.045699	0.035874	0.013	0.071831
1.29	0.056848	0.045508	0.035729	0.012954	0.071516
1.3	0.056604	0.045325	0.035586	0.012908	0.071201
1.31	0.056367	0.045141	0.035446	0.012864	0.070886
1.32	0.056139	0.04496	0.035309	0.012821	0.070571
1.33	0.055912	0.044786	0.035173	0.012779	0.070268
1.34	0.055685	0.044612	0.035041	0.012738	0.069976
1.35	0.05546	0.044439	0.03491	0.012697	0.069684
1.36	0.055248	0.044274	0.034783	0.012658	0.069393
1.37	0.055035	0.044108	0.034656	0.01262	0.069101
1.38	0.054822	0.043944	0.034533	0.012583	0.068825
