0.627	0	2.9127	0.18102
0.627	0.02	3.5067	0.11136
0.627	0.04	4.0294	0.052097
0.627	0.06	4.5122	-0.00063303
0.627	0.08	4.9771	-0.053122
0.627	0.1	5.4272	-0.10455
0.627	0.12	5.8597	-0.15025
0.627	0.14	6.2935	-0.1981
0.627	0.16	6.7253	-0.24661
0.627	0.18	7.1395	-0.29264
0.627	0.2	7.5569	-0.33632
