0.1	0.1	74.795	0.14182
0.15	0.1	45.505	0.15784
0.2	0.1	31.467	0.17703
0.25	0.1	23.293	0.19051
0.3	0.1	18.104	0.21135
0.35	0.1	14.478	0.22386
0.4	0.1	11.822	0.24745
0.45	0.1	9.8132	0.26549
0.5	0.1	8.2213	0.28661
0.55	0.1	6.9503	0.30881
0.6	0.1	5.9156	0.33182
0.627	0.1	5.4272	0.34856
0.65	0.1	5.0531	0.36142
0.7	0.1	4.3123	0.38882
0.75	0.1	3.6764	0.42197
0.8	0.1	3.1191	0.45819
0.85	0.1	2.6187	0.50129
0.9	0.1	2.1564	0.55447
