0.627	0	1.8601	0.44317	0.04081
0.627	0.02	2.163	0.41302	0.045512
0.627	0.04	2.4306	0.39169	0.048836
0.627	0.06	2.6848	0.37402	0.051764
0.627	0.08	2.9266	0.36086	0.054008
0.627	0.1	3.1524	0.35119	0.055581
0.627	0.12	3.4085	0.33794	0.058644
0.627	0.14	3.6144	0.33182	0.059602
0.627	0.16	3.8351	0.32524	0.060949
0.627	0.18	4.0715	0.31748	0.063064
0.627	0.2	4.2838	0.31184	0.064466
