0.627	0	2.9127	0.43801
0.627	0.02	3.5067	0.40856
0.627	0.04	4.0294	0.38776
0.627	0.06	4.5122	0.37023
0.627	0.08	4.9771	0.35738
0.627	0.1	5.4272	0.34856
0.627	0.12	5.8597	0.33398
0.627	0.14	6.2935	0.32886
0.627	0.16	6.7253	0.32266
0.627	0.18	7.1395	0.31445
0.627	0.2	7.5569	0.30921
