0.1	0.1	74.795	-3.6241
0.15	0.1	45.505	-2.3186
0.2	0.1	31.467	-1.6505
0.25	0.1	23.293	-1.2215
0.3	0.1	18.104	-0.9394
0.35	0.1	14.478	-0.71072
0.4	0.1	11.822	-0.55363
0.45	0.1	9.8132	-0.42055
0.5	0.1	8.2213	-0.30943
0.55	0.1	6.9503	-0.21616
0.6	0.1	5.9156	-0.14114
0.627	0.1	5.4272	-0.10455
0.65	0.1	5.0531	-0.07538
0.7	0.1	4.3123	-0.016742
0.75	0.1	3.6764	0.034163
0.8	0.1	3.1191	0.080153
0.85	0.1	2.6187	0.12261
0.9	0.1	2.1564	0.15976
